Station,Year,Month,monthly_rainfall
Rangpur,1989,1,7.0
Rangpur,1989,2,18.0
Rangpur,1989,3,2.0
Rangpur,1989,4,0.0
Rangpur,1989,5,335.0
Rangpur,1989,6,219.0
Rangpur,1989,7,719.0
Rangpur,1989,8,110.0
Rangpur,1989,9,414.0
Rangpur,1989,10,48.0
Rangpur,1989,11,4.0
Rangpur,1989,12,2.0
Sandwip,1989,1,0.0
Sandwip,1989,2,11.0
Sandwip,1989,3,14.0
Sandwip,1989,4,217.0
Sandwip,1989,5,143.0
Sandwip,1989,6,625.0
Sandwip,1989,7,450.0
Sandwip,1989,8,88.0
Sandwip,1989,9,572.0
Sandwip,1989,10,568.0
Sandwip,1989,11,0.0
Sandwip,1989,12,0.0
Satkhira,1989,1,1.0
Satkhira,1989,2,0.0
Satkhira,1989,3,3.0
Satkhira,1989,4,52.0
Satkhira,1989,5,240.0
Satkhira,1989,6,236.0
Satkhira,1989,7,266.0
Satkhira,1989,8,177.0
Satkhira,1989,9,201.0
Satkhira,1989,10,194.0
Satkhira,1989,11,0.0
Satkhira,1989,12,0.0
Sitakunda,1989,1,0.0
Sitakunda,1989,2,7.0
Sitakunda,1989,3,3.0
Sitakunda,1989,4,170.0
Sitakunda,1989,5,114.0
Sitakunda,1989,6,308.0
Sitakunda,1989,7,640.0
Sitakunda,1989,8,81.0
Sitakunda,1989,9,386.0
Sitakunda,1989,10,622.0
Sitakunda,1989,11,3.0
Sitakunda,1989,12,0.0
Srimangal,1989,1,0.0
Srimangal,1989,2,18.0
Srimangal,1989,3,29.0
Srimangal,1989,4,99.0
Srimangal,1989,5,244.0
Srimangal,1989,6,369.0
Srimangal,1989,7,402.0
Srimangal,1989,8,274.0
Srimangal,1989,9,345.0
Srimangal,1989,10,191.0
Srimangal,1989,11,16.0
Srimangal,1989,12,2.0
Sylhet,1989,1,6.0
Sylhet,1989,2,33.0
Sylhet,1989,3,11.0
Sylhet,1989,4,312.0
Sylhet,1989,5,543.0
Sylhet,1989,6,870.0
Sylhet,1989,7,1342.0
Sylhet,1989,8,665.0
Sylhet,1989,9,1081.0
Sylhet,1989,10,524.0
Sylhet,1989,11,34.0
Sylhet,1989,12,1.0
Tangail,1989,1,0.0
Tangail,1989,2,63.0
Tangail,1989,3,1.0
Tangail,1989,4,102.0
Tangail,1989,5,329.0
Tangail,1989,6,150.0
Tangail,1989,7,381.0
Tangail,1989,8,55.0
Tangail,1989,9,274.0
Tangail,1989,10,217.0
Tangail,1989,11,0.0
Tangail,1989,12,7.0
Teknaf,1989,1,0.0
Teknaf,1989,2,0.0
Teknaf,1989,3,0.0
Teknaf,1989,4,132.0
Teknaf,1989,5,35.0
Teknaf,1989,6,927.0
Teknaf,1989,7,962.0
Teknaf,1989,8,829.0
Teknaf,1989,9,673.0
Teknaf,1989,10,437.0
Teknaf,1989,11,59.0
Teknaf,1989,12,0.0
Barisal,1990,1,0.0
Barisal,1990,2,79.0
Barisal,1990,3,182.0
Barisal,1990,4,139.0
Barisal,1990,5,352.0
Barisal,1990,6,386.0
Barisal,1990,7,457.0
Barisal,1990,8,299.0
Barisal,1990,9,190.0
Barisal,1990,10,194.0
Barisal,1990,11,70.0
Barisal,1990,12,30.0
Bhola,1990,1,0.0
Bhola,1990,2,84.0
Bhola,1990,3,155.0
Bhola,1990,4,118.0
Bhola,1990,5,249.0
Bhola,1990,6,358.0
Bhola,1990,7,370.0
Bhola,1990,8,287.0
Bhola,1990,9,199.0
Bhola,1990,10,322.0
Bhola,1990,11,83.0
Bhola,1990,12,35.0
Bogra,1990,1,0.0
Bogra,1990,2,27.0
Bogra,1990,3,24.0
Bogra,1990,4,41.0
Bogra,1990,5,292.0
Bogra,1990,6,378.0
Bogra,1990,7,499.0
Bogra,1990,8,265.0
Bogra,1990,9,320.0
Bogra,1990,10,227.0
Bogra,1990,11,4.0
Bogra,1990,12,0.0
Chandpur,1990,1,0.0
Chandpur,1990,2,36.0
Chandpur,1990,3,111.0
Chandpur,1990,4,163.0
Chandpur,1990,5,189.0
Chandpur,1990,6,311.0
Chandpur,1990,7,421.0
Chandpur,1990,8,177.0
Chandpur,1990,9,208.0
Chandpur,1990,10,263.0
Chandpur,1990,11,55.0
Chandpur,1990,12,22.0
Chittagong,1990,1,0.0
Chittagong,1990,2,39.0
Chittagong,1990,3,53.0
Chittagong,1990,4,250.0
Chittagong,1990,5,205.0
Chittagong,1990,6,668.0
Chittagong,1990,7,1038.0
Chittagong,1990,8,115.0
Chittagong,1990,9,141.0
Chittagong,1990,10,233.0
Chittagong,1990,11,74.0
Chittagong,1990,12,36.0
chuadanga,1990,1,0.0
chuadanga,1990,2,0.0
chuadanga,1990,3,0.0
chuadanga,1990,4,0.0
chuadanga,1990,5,94.0
chuadanga,1990,6,211.0
chuadanga,1990,7,431.0
chuadanga,1990,8,139.0
chuadanga,1990,9,366.0
chuadanga,1990,10,155.0
chuadanga,1990,11,55.0
chuadanga,1990,12,0.0
Comilla,1990,1,0.0
Comilla,1990,2,21.0
Comilla,1990,3,179.0
Comilla,1990,4,228.0
Comilla,1990,5,331.0
Comilla,1990,6,333.0
Comilla,1990,7,303.0
Comilla,1990,8,252.0
Comilla,1990,9,227.0
Comilla,1990,10,73.0
Comilla,1990,11,71.0
Comilla,1990,12,27.0
Cox's Bazar,1990,1,0.0
Cox's Bazar,1990,2,69.0
Cox's Bazar,1990,3,174.0
Cox's Bazar,1990,4,135.0
Cox's Bazar,1990,5,261.0
Cox's Bazar,1990,6,1201.0
Cox's Bazar,1990,7,1211.0
Cox's Bazar,1990,8,277.0
Cox's Bazar,1990,9,272.0
Cox's Bazar,1990,10,294.0
Cox's Bazar,1990,11,255.0
Cox's Bazar,1990,12,19.0
Dhaka,1990,1,0.0
Dhaka,1990,2,36.0
Dhaka,1990,3,151.0
Dhaka,1990,4,154.0
Dhaka,1990,5,202.0
Dhaka,1990,6,229.0
Dhaka,1990,7,567.0
Dhaka,1990,8,227.0
Dhaka,1990,9,247.0
Dhaka,1990,10,181.0
Dhaka,1990,11,103.0
Dhaka,1990,12,6.0
Dinajpur,1990,1,0.0
Dinajpur,1990,2,6.0
Dinajpur,1990,3,41.0
Dinajpur,1990,4,159.0
Dinajpur,1990,5,245.0
Dinajpur,1990,6,355.0
Dinajpur,1990,7,479.0
Dinajpur,1990,8,251.0
Dinajpur,1990,9,352.0
Dinajpur,1990,10,193.0
Dinajpur,1990,11,0.0
Dinajpur,1990,12,0.0
Faridpur,1990,1,0.0
Faridpur,1990,2,36.0
Faridpur,1990,3,227.0
Faridpur,1990,4,156.0
Faridpur,1990,5,315.0
Faridpur,1990,6,289.0
Faridpur,1990,7,405.0
Faridpur,1990,8,145.0
Faridpur,1990,9,192.0
Faridpur,1990,10,168.0
Faridpur,1990,11,48.0
Faridpur,1990,12,4.0
Feni,1990,1,0.0
Feni,1990,2,31.0
Feni,1990,3,287.0
Feni,1990,4,213.0
Feni,1990,5,485.0
Feni,1990,6,545.0
Feni,1990,7,972.0
Feni,1990,8,543.0
Feni,1990,9,271.0
Feni,1990,10,179.0
Feni,1990,11,178.0
Feni,1990,12,62.0
Hatiya,1990,1,0.0
Hatiya,1990,2,69.0
Hatiya,1990,3,198.0
Hatiya,1990,4,209.0
Hatiya,1990,5,323.0
Hatiya,1990,6,466.0
Hatiya,1990,7,281.0
Hatiya,1990,8,0.0
Hatiya,1990,9,0.0
Hatiya,1990,10,0.0
Hatiya,1990,11,88.0
Hatiya,1990,12,78.0
Ishurdi,1990,1,0.0
Ishurdi,1990,2,70.0
Ishurdi,1990,3,128.0
Ishurdi,1990,4,157.0
Ishurdi,1990,5,207.0
Ishurdi,1990,6,277.0
Ishurdi,1990,7,422.0
Ishurdi,1990,8,235.0
Ishurdi,1990,9,481.0
Ishurdi,1990,10,88.0
Ishurdi,1990,11,34.0
Ishurdi,1990,12,0.0
Jessore,1990,1,0.0
Jessore,1990,2,54.0
Jessore,1990,3,173.0
Jessore,1990,4,25.0
Jessore,1990,5,162.0
Jessore,1990,6,335.0
Jessore,1990,7,369.0
Jessore,1990,8,137.0
Jessore,1990,9,196.0
Jessore,1990,10,99.0
Jessore,1990,11,126.0
Jessore,1990,12,10.0
Khepupara,1990,1,0.0
Khepupara,1990,2,121.0
Khepupara,1990,3,139.0
Khepupara,1990,4,99.0
Khepupara,1990,5,284.0
Khepupara,1990,6,317.0
Khepupara,1990,7,1049.0
Khepupara,1990,8,299.0
Khepupara,1990,9,503.0
Khepupara,1990,10,262.0
Khepupara,1990,11,98.0
Khepupara,1990,12,40.0
Khulna,1990,1,0.0
Khulna,1990,2,62.0
Khulna,1990,3,212.0
Khulna,1990,4,58.0
Khulna,1990,5,261.0
Khulna,1990,6,261.0
Khulna,1990,7,436.0
Khulna,1990,8,206.0
Khulna,1990,9,205.0
Khulna,1990,10,156.0
Khulna,1990,11,77.0
Khulna,1990,12,4.0
Kutubdia,1990,1,0.0
Kutubdia,1990,2,56.0
Kutubdia,1990,3,191.0
Kutubdia,1990,4,60.0
Kutubdia,1990,5,206.0
Kutubdia,1990,6,995.0
Kutubdia,1990,7,1179.0
Kutubdia,1990,8,137.0
Kutubdia,1990,9,167.0
Kutubdia,1990,10,250.0
Kutubdia,1990,11,139.0
Kutubdia,1990,12,41.0
M.court,1990,1,0.0
M.court,1990,2,83.0
M.court,1990,3,266.0
M.court,1990,4,235.0
M.court,1990,5,429.0
M.court,1990,6,651.0
M.court,1990,7,752.0
M.court,1990,8,522.0
M.court,1990,9,239.0
M.court,1990,10,359.0
M.court,1990,11,99.0
M.court,1990,12,49.0
Madaripur,1990,1,0.0
Madaripur,1990,2,66.0
Madaripur,1990,3,217.0
Madaripur,1990,4,156.0
Madaripur,1990,5,214.0
Madaripur,1990,6,253.0
Madaripur,1990,7,457.0
Madaripur,1990,8,176.0
Madaripur,1990,9,264.0
Madaripur,1990,10,210.0
Madaripur,1990,11,105.0
Madaripur,1990,12,9.0
Mymensingh,1990,1,0.0
Mymensingh,1990,2,83.0
Mymensingh,1990,3,67.0
Mymensingh,1990,4,116.0
Mymensingh,1990,5,390.0
Mymensingh,1990,6,529.0
Mymensingh,1990,7,369.0
Mymensingh,1990,8,237.0
Mymensingh,1990,9,319.0
Mymensingh,1990,10,80.0
Mymensingh,1990,11,7.0
Mymensingh,1990,12,1.0
Patuakhali,1990,1,0.0
Patuakhali,1990,2,100.0
Patuakhali,1990,3,161.0
Patuakhali,1990,4,132.0
Patuakhali,1990,5,292.0
Patuakhali,1990,6,306.0
Patuakhali,1990,7,602.0
Patuakhali,1990,8,220.0
Patuakhali,1990,9,536.0
Patuakhali,1990,10,318.0
Patuakhali,1990,11,81.0
Patuakhali,1990,12,28.0
Rajshahi,1990,1,0.0
Rajshahi,1990,2,34.0
Rajshahi,1990,3,46.0
Rajshahi,1990,4,97.0
Rajshahi,1990,5,301.0
Rajshahi,1990,6,263.0
Rajshahi,1990,7,464.0
Rajshahi,1990,8,238.0
Rajshahi,1990,9,180.0
Rajshahi,1990,10,127.0
Rajshahi,1990,11,17.0
Rajshahi,1990,12,0.0
Rangamati,1990,1,0.0
Rangamati,1990,2,22.0
Rangamati,1990,3,115.0
Rangamati,1990,4,336.0
Rangamati,1990,5,365.0
Rangamati,1990,6,388.0
Rangamati,1990,7,659.0
Rangamati,1990,8,176.0
Rangamati,1990,9,197.0
Rangamati,1990,10,129.0
Rangamati,1990,11,91.0
Rangamati,1990,12,54.0
Rangpur,1990,1,1.0
Rangpur,1990,2,57.0
Rangpur,1990,3,82.0
Rangpur,1990,4,134.0
Rangpur,1990,5,354.0
Rangpur,1990,6,393.0
Rangpur,1990,7,306.0
Rangpur,1990,8,396.0
Rangpur,1990,9,439.0
Rangpur,1990,10,224.0
Rangpur,1990,11,0.0
Rangpur,1990,12,0.0
Sandwip,1990,1,0.0
Sandwip,1990,2,54.0
Sandwip,1990,3,196.0
Sandwip,1990,4,213.0
Sandwip,1990,5,255.0
Sandwip,1990,6,561.0
Sandwip,1990,7,1007.0
Sandwip,1990,8,359.0
Sandwip,1990,9,412.0
Sandwip,1990,10,233.0
Sandwip,1990,11,47.0
Sandwip,1990,12,48.0
Satkhira,1990,1,0.0
Satkhira,1990,2,47.0
Satkhira,1990,3,150.0
Satkhira,1990,4,25.0
Satkhira,1990,5,176.0
Satkhira,1990,6,212.0
Satkhira,1990,7,528.0
Satkhira,1990,8,279.0
Satkhira,1990,9,292.0
Satkhira,1990,10,168.0
Satkhira,1990,11,44.0
Satkhira,1990,12,7.0
Sitakunda,1990,1,0.0
Sitakunda,1990,2,55.0
Sitakunda,1990,3,273.0
Sitakunda,1990,4,300.0
Sitakunda,1990,5,245.0
Sitakunda,1990,6,654.0
Sitakunda,1990,7,957.0
Sitakunda,1990,8,203.0
Sitakunda,1990,9,268.0
Sitakunda,1990,10,447.0
Sitakunda,1990,11,75.0
Sitakunda,1990,12,52.0
Srimangal,1990,1,0.0
Srimangal,1990,2,20.0
Srimangal,1990,3,185.0
Srimangal,1990,4,253.0
Srimangal,1990,5,494.0
Srimangal,1990,6,356.0
Srimangal,1990,7,203.0
Srimangal,1990,8,345.0
Srimangal,1990,9,359.0
Srimangal,1990,10,235.0
Srimangal,1990,11,54.0
Srimangal,1990,12,7.0
Sylhet,1990,1,2.0
Sylhet,1990,2,45.0
Sylhet,1990,3,176.0
Sylhet,1990,4,574.0
Sylhet,1990,5,546.0
Sylhet,1990,6,551.0
Sylhet,1990,7,487.0
Sylhet,1990,8,582.0
Sylhet,1990,9,1023.0
Sylhet,1990,10,216.0
Sylhet,1990,11,40.0
Sylhet,1990,12,3.0
Tangail,1990,1,0.0
Tangail,1990,2,30.0
Tangail,1990,3,95.0
Tangail,1990,4,223.0
Tangail,1990,5,128.0
Tangail,1990,6,224.0
Tangail,1990,7,327.0
Tangail,1990,8,236.0
Tangail,1990,9,156.0
Tangail,1990,10,120.0
Tangail,1990,11,39.0
Tangail,1990,12,2.0
Teknaf,1990,1,0.0
Teknaf,1990,2,4.0
Teknaf,1990,3,1.0
Teknaf,1990,4,72.0
Teknaf,1990,5,203.0
Teknaf,1990,6,1279.0
Teknaf,1990,7,946.0
Teknaf,1990,8,575.0
Teknaf,1990,9,293.0
Teknaf,1990,10,107.0
Teknaf,1990,11,101.0
Teknaf,1990,12,15.0
Barisal,1991,1,10.0
Barisal,1991,2,14.0
Barisal,1991,3,38.0
Barisal,1991,4,53.0
Barisal,1991,5,191.0
Barisal,1991,6,562.0
Barisal,1991,7,356.0
Barisal,1991,8,369.0
Barisal,1991,9,232.0
Barisal,1991,10,497.0
Barisal,1991,11,54.0
Barisal,1991,12,16.0
Bhola,1991,1,17.0
Bhola,1991,2,40.0
Bhola,1991,3,37.0
Bhola,1991,4,164.0
Bhola,1991,5,162.0
Bhola,1991,6,745.0
Bhola,1991,7,390.0
Bhola,1991,8,396.0
Bhola,1991,9,361.0
Bhola,1991,10,412.0
Bhola,1991,11,3.0
Bhola,1991,12,17.0
Bogra,1991,1,4.0
Bogra,1991,2,14.0
Bogra,1991,3,8.0
Bogra,1991,4,48.0
Bogra,1991,5,416.0
Bogra,1991,6,240.0
Bogra,1991,7,404.0
Bogra,1991,8,207.0
Bogra,1991,9,733.0
Bogra,1991,10,105.0
Bogra,1991,11,0.0
Bogra,1991,12,112.0
Chandpur,1991,1,7.0
Chandpur,1991,2,23.0
Chandpur,1991,3,109.0
Chandpur,1991,4,150.0
Chandpur,1991,5,376.0
Chandpur,1991,6,419.0
Chandpur,1991,7,252.0
Chandpur,1991,8,320.0
Chandpur,1991,9,531.0
Chandpur,1991,10,284.0
Chandpur,1991,11,6.0
Chandpur,1991,12,13.0
Chittagong,1991,1,19.0
Chittagong,1991,2,0.0
Chittagong,1991,3,43.0
Chittagong,1991,4,0.0
Chittagong,1991,5,371.0
Chittagong,1991,6,774.0
Chittagong,1991,7,818.0
Chittagong,1991,8,357.0
Chittagong,1991,9,360.0
Chittagong,1991,10,211.0
Chittagong,1991,11,99.0
Chittagong,1991,12,13.0
chuadanga,1991,1,16.0
chuadanga,1991,2,21.0
chuadanga,1991,3,18.0
chuadanga,1991,4,42.0
chuadanga,1991,5,144.0
chuadanga,1991,6,260.0
chuadanga,1991,7,221.0
chuadanga,1991,8,206.0
chuadanga,1991,9,502.0
chuadanga,1991,10,141.0
chuadanga,1991,11,0.0
chuadanga,1991,12,106.0
Comilla,1991,1,11.0
Comilla,1991,2,50.0
Comilla,1991,3,229.0
Comilla,1991,4,270.0
Comilla,1991,5,439.0
Comilla,1991,6,331.0
Comilla,1991,7,394.0
Comilla,1991,8,409.0
Comilla,1991,9,377.0
Comilla,1991,10,240.0
Comilla,1991,11,50.0
Comilla,1991,12,114.0
Cox's Bazar,1991,1,4.0
Cox's Bazar,1991,2,0.0
Cox's Bazar,1991,3,22.0
Cox's Bazar,1991,4,175.0
Cox's Bazar,1991,5,210.0
Cox's Bazar,1991,6,1297.0
Cox's Bazar,1991,7,878.0
Cox's Bazar,1991,8,782.0
Cox's Bazar,1991,9,497.0
Cox's Bazar,1991,10,211.0
Cox's Bazar,1991,11,88.0
Cox's Bazar,1991,12,13.0
Dhaka,1991,1,27.0
Dhaka,1991,2,8.0
Dhaka,1991,3,46.0
Dhaka,1991,4,53.0
Dhaka,1991,5,529.0
Dhaka,1991,6,320.0
Dhaka,1991,7,318.0
Dhaka,1991,8,345.0
Dhaka,1991,9,692.0
Dhaka,1991,10,392.0
Dhaka,1991,11,14.0
Dhaka,1991,12,106.0
Dinajpur,1991,1,27.0
Dinajpur,1991,2,4.0
Dinajpur,1991,3,1.0
Dinajpur,1991,4,18.0
Dinajpur,1991,5,400.0
Dinajpur,1991,6,376.0
Dinajpur,1991,7,184.0
Dinajpur,1991,8,282.0
Dinajpur,1991,9,647.0
Dinajpur,1991,10,29.0
Dinajpur,1991,11,0.0
Dinajpur,1991,12,44.0
Faridpur,1991,1,27.0
Faridpur,1991,2,58.0
Faridpur,1991,3,59.0
Faridpur,1991,4,103.0
Faridpur,1991,5,265.0
Faridpur,1991,6,337.0
Faridpur,1991,7,306.0
Faridpur,1991,8,186.0
Faridpur,1991,9,360.0
Faridpur,1991,10,350.0
Faridpur,1991,11,1.0
Faridpur,1991,12,104.0
Feni,1991,1,4.0
Feni,1991,2,77.0
Feni,1991,3,59.0
Feni,1991,4,213.0
Feni,1991,5,651.0
Feni,1991,6,770.0
Feni,1991,7,753.0
Feni,1991,8,494.0
Feni,1991,9,739.0
Feni,1991,10,420.0
Feni,1991,11,41.0
Feni,1991,12,10.0
Hatiya,1991,1,7.0
Hatiya,1991,2,3.0
Hatiya,1991,3,6.0
Hatiya,1991,4,230.0
Hatiya,1991,5,367.0
Hatiya,1991,6,781.0
Hatiya,1991,7,581.0
Hatiya,1991,8,519.0
Hatiya,1991,9,444.0
Hatiya,1991,10,373.0
Hatiya,1991,11,23.0
Hatiya,1991,12,28.0
Ishurdi,1991,1,2.0
Ishurdi,1991,2,9.0
Ishurdi,1991,3,28.0
Ishurdi,1991,4,42.0
Ishurdi,1991,5,173.0
Ishurdi,1991,6,360.0
Ishurdi,1991,7,248.0
Ishurdi,1991,8,189.0
Ishurdi,1991,9,424.0
Ishurdi,1991,10,141.0
Ishurdi,1991,11,2.0
Ishurdi,1991,12,79.0
Jessore,1991,1,24.0
Jessore,1991,2,10.0
Jessore,1991,3,31.0
Jessore,1991,4,54.0
Jessore,1991,5,186.0
Jessore,1991,6,407.0
Jessore,1991,7,220.0
Jessore,1991,8,543.0
Jessore,1991,9,216.0
Jessore,1991,10,285.0
Jessore,1991,11,0.0
Jessore,1991,12,76.0
Khepupara,1991,1,8.0
Khepupara,1991,2,0.0
Khepupara,1991,3,3.0
Khepupara,1991,4,199.0
Khepupara,1991,5,117.0
Khepupara,1991,6,817.0
Khepupara,1991,7,569.0
Khepupara,1991,8,512.0
Khepupara,1991,9,231.0
Khepupara,1991,10,566.0
Khepupara,1991,11,12.0
Khepupara,1991,12,49.0
Khulna,1991,1,10.0
Khulna,1991,2,54.0
Khulna,1991,3,36.0
Khulna,1991,4,38.0
Khulna,1991,5,100.0
Khulna,1991,6,421.0
Khulna,1991,7,229.0
Khulna,1991,8,318.0
Khulna,1991,9,342.0
Khulna,1991,10,161.0
Khulna,1991,11,4.0
Khulna,1991,12,47.0
Kutubdia,1991,1,34.0
Kutubdia,1991,2,0.0
Kutubdia,1991,3,1.0
Kutubdia,1991,4,147.0
Kutubdia,1991,5,5.0
Kutubdia,1991,6,948.0
Kutubdia,1991,7,664.0
Kutubdia,1991,8,771.0
Kutubdia,1991,9,395.0
Kutubdia,1991,10,224.0
Kutubdia,1991,11,126.0
Kutubdia,1991,12,0.0
M.court,1991,1,17.0
M.court,1991,2,66.0
M.court,1991,3,13.0
M.court,1991,4,199.0
M.court,1991,5,339.0
M.court,1991,6,807.0
M.court,1991,7,626.0
M.court,1991,8,508.0
M.court,1991,9,441.0
M.court,1991,10,428.0
M.court,1991,11,45.0
M.court,1991,12,16.0
Madaripur,1991,1,11.0
Madaripur,1991,2,17.0
Madaripur,1991,3,60.0
Madaripur,1991,4,103.0
Madaripur,1991,5,307.0
Madaripur,1991,6,541.0
Madaripur,1991,7,337.0
Madaripur,1991,8,501.0
Madaripur,1991,9,233.0
Madaripur,1991,10,346.0
Madaripur,1991,11,15.0
Madaripur,1991,12,40.0
Mongla,1991,1,29.0
Mongla,1991,2,29.0
Mongla,1991,3,20.0
Mongla,1991,4,88.0
Mongla,1991,5,91.0
Mongla,1991,6,419.0
Mongla,1991,7,395.0
Mongla,1991,8,298.0
Mongla,1991,9,323.0
Mongla,1991,10,259.0
Mongla,1991,11,4.0
Mongla,1991,12,2.0
Mymensingh,1991,1,2.0
Mymensingh,1991,2,15.0
Mymensingh,1991,3,44.0
Mymensingh,1991,4,77.0
Mymensingh,1991,5,679.0
Mymensingh,1991,6,603.0
Mymensingh,1991,7,322.0
Mymensingh,1991,8,238.0
Mymensingh,1991,9,735.0
Mymensingh,1991,10,520.0
Mymensingh,1991,11,0.0
Mymensingh,1991,12,77.0
Patuakhali,1991,1,3.0
Patuakhali,1991,2,4.0
Patuakhali,1991,3,55.0
Patuakhali,1991,4,190.0
Patuakhali,1991,5,112.0
Patuakhali,1991,6,680.0
Patuakhali,1991,7,472.0
Patuakhali,1991,8,439.0
Patuakhali,1991,9,409.0
Patuakhali,1991,10,295.0
Patuakhali,1991,11,3.0
Patuakhali,1991,12,19.0
Rajshahi,1991,1,6.0
Rajshahi,1991,2,0.0
Rajshahi,1991,3,19.0
Rajshahi,1991,4,25.0
Rajshahi,1991,5,157.0
Rajshahi,1991,6,211.0
Rajshahi,1991,7,286.0
Rajshahi,1991,8,96.0
Rajshahi,1991,9,484.0
Rajshahi,1991,10,122.0
Rajshahi,1991,11,0.0
Rajshahi,1991,12,92.0
Rangamati,1991,1,9.0
Rangamati,1991,2,5.0
Rangamati,1991,3,19.0
Rangamati,1991,4,174.0
Rangamati,1991,5,578.0
Rangamati,1991,6,618.0
Rangamati,1991,7,474.0
Rangamati,1991,8,606.0
Rangamati,1991,9,335.0
Rangamati,1991,10,103.0
Rangamati,1991,11,88.0
Rangamati,1991,12,14.0
Rangpur,1991,1,38.0
Rangpur,1991,2,1.0
Rangpur,1991,3,1.0
Rangpur,1991,4,41.0
Rangpur,1991,5,302.0
Rangpur,1991,6,593.0
Rangpur,1991,7,162.0
Rangpur,1991,8,264.0
Rangpur,1991,9,726.0
Rangpur,1991,10,106.0
Rangpur,1991,11,2.0
Rangpur,1991,12,27.0
Sandwip,1991,1,0.0
Sandwip,1991,2,4.0
Sandwip,1991,3,6.0
Sandwip,1991,4,0.0
Sandwip,1991,5,219.0
Sandwip,1991,6,861.0
Sandwip,1991,7,701.0
Sandwip,1991,8,431.0
Sandwip,1991,9,553.0
Sandwip,1991,10,103.0
Sandwip,1991,11,78.0
Sandwip,1991,12,12.0
Satkhira,1991,1,34.0
Satkhira,1991,2,47.0
Satkhira,1991,3,50.0
Satkhira,1991,4,67.0
Satkhira,1991,5,28.0
Satkhira,1991,6,518.0
Satkhira,1991,7,342.0
Satkhira,1991,8,324.0
Satkhira,1991,9,213.0
Satkhira,1991,10,103.0
Satkhira,1991,11,5.0
Satkhira,1991,12,37.0
Sitakunda,1991,1,0.0
Sitakunda,1991,2,23.0
Sitakunda,1991,3,19.0
Sitakunda,1991,4,92.0
Sitakunda,1991,5,331.0
Sitakunda,1991,6,766.0
Sitakunda,1991,7,685.0
Sitakunda,1991,8,318.0
Sitakunda,1991,9,615.0
Sitakunda,1991,10,161.0
Sitakunda,1991,11,131.0
Sitakunda,1991,12,15.0
Srimangal,1991,1,17.0
Srimangal,1991,2,74.0
Srimangal,1991,3,29.0
Srimangal,1991,4,227.0
Srimangal,1991,5,831.0
Srimangal,1991,6,382.0
Srimangal,1991,7,184.0
Srimangal,1991,8,215.0
Srimangal,1991,9,420.0
Srimangal,1991,10,245.0
Srimangal,1991,11,41.0
Srimangal,1991,12,163.0
sydpur,1991,1,13.0
sydpur,1991,2,0.0
sydpur,1991,3,16.0
sydpur,1991,4,4.0
sydpur,1991,5,245.0
sydpur,1991,6,497.0
sydpur,1991,7,81.0
sydpur,1991,8,183.0
sydpur,1991,9,748.0
sydpur,1991,10,20.0
sydpur,1991,11,0.0
sydpur,1991,12,29.0
Sylhet,1991,1,10.0
Sylhet,1991,2,55.0
Sylhet,1991,3,60.0
Sylhet,1991,4,405.0
Sylhet,1991,5,1063.0
Sylhet,1991,6,1007.0
Sylhet,1991,7,351.0
Sylhet,1991,8,437.0
Sylhet,1991,9,781.0
Sylhet,1991,10,173.0
Sylhet,1991,11,3.0
Sylhet,1991,12,79.0
Tangail,1991,1,13.0
Tangail,1991,2,20.0
Tangail,1991,3,76.0
Tangail,1991,4,59.0
Tangail,1991,5,416.0
Tangail,1991,6,398.0
Tangail,1991,7,430.0
Tangail,1991,8,169.0
Tangail,1991,9,700.0
Tangail,1991,10,376.0
Tangail,1991,11,1.0
Tangail,1991,12,90.0
Teknaf,1991,1,0.0
Teknaf,1991,2,0.0
Teknaf,1991,3,0.0
Teknaf,1991,4,94.0
Teknaf,1991,5,28.0
Teknaf,1991,6,1102.0
Teknaf,1991,7,1391.0
Teknaf,1991,8,1422.0
Teknaf,1991,9,434.0
Teknaf,1991,10,408.0
Teknaf,1991,11,104.0
Teknaf,1991,12,0.0
Barisal,1992,1,4.0
Barisal,1992,2,98.0
Barisal,1992,3,0.0
Barisal,1992,4,1.0
Barisal,1992,5,205.0
Barisal,1992,6,190.0
Barisal,1992,7,299.0
Barisal,1992,8,326.0
Barisal,1992,9,210.0
Barisal,1992,10,98.0
Barisal,1992,11,8.0
Barisal,1992,12,0.0
Bhola,1992,1,1.0
Bhola,1992,2,126.0
Bhola,1992,3,0.0
Bhola,1992,4,0.0
Bhola,1992,5,208.0
Bhola,1992,6,275.0
Bhola,1992,7,363.0
Bhola,1992,8,211.0
Bhola,1992,9,280.0
Bhola,1992,10,144.0
Bhola,1992,11,0.0
Bhola,1992,12,1.0
Bogra,1992,1,0.0
Bogra,1992,2,14.0
Bogra,1992,3,0.0
Bogra,1992,4,30.0
Bogra,1992,5,140.0
Bogra,1992,6,202.0
Bogra,1992,7,289.0
Bogra,1992,8,159.0
Bogra,1992,9,424.0
Bogra,1992,10,108.0
Bogra,1992,11,3.0
Bogra,1992,12,0.0
Chandpur,1992,1,0.0
Chandpur,1992,2,96.0
Chandpur,1992,3,0.0
Chandpur,1992,4,20.0
Chandpur,1992,5,147.0
Chandpur,1992,6,178.0
Chandpur,1992,7,332.0
Chandpur,1992,8,331.0
Chandpur,1992,9,146.0
Chandpur,1992,10,81.0
Chandpur,1992,11,1.0
Chandpur,1992,12,0.0
