Station,Year,Month,monthly_rainfall
Rangamati,1971,8,507.0
Rangamati,1971,9,164.0
Rangamati,1971,10,72.0
Rangamati,1971,11,41.0
Rangamati,1971,12,1.0
Rangpur,1971,1,12.0
Rangpur,1971,2,2.0
Rangpur,1971,3,0.0
Rangpur,1971,4,0.0
Rangpur,1971,5,0.0
Rangpur,1971,6,121.0
Rangpur,1971,7,298.0
Rangpur,1971,8,438.0
Rangpur,1971,9,403.0
Rangpur,1971,10,250.0
Rangpur,1971,11,49.0
Rangpur,1971,12,0.0
Sandwip,1971,1,4.0
Sandwip,1971,2,1.0
Sandwip,1971,3,0.0
Sandwip,1971,4,159.0
Sandwip,1971,5,263.0
Sandwip,1971,6,922.0
Sandwip,1971,7,780.0
Sandwip,1971,8,1113.0
Sandwip,1971,9,273.0
Sandwip,1971,10,260.0
Sandwip,1971,11,175.0
Sandwip,1971,12,0.0
Satkhira,1971,1,0.0
Satkhira,1971,2,0.0
Satkhira,1971,3,0.0
Satkhira,1971,4,0.0
Satkhira,1971,5,93.0
Satkhira,1971,6,401.0
Satkhira,1971,7,598.0
Satkhira,1971,8,0.0
Satkhira,1971,9,263.0
Satkhira,1971,10,198.0
Satkhira,1971,11,0.0
Satkhira,1971,12,0.0
Srimangal,1971,1,4.0
Srimangal,1971,2,0.0
Srimangal,1971,3,0.0
Srimangal,1971,4,0.0
Srimangal,1971,5,0.0
Srimangal,1971,6,0.0
Srimangal,1971,7,95.0
Srimangal,1971,8,212.0
Srimangal,1971,9,116.0
Srimangal,1971,10,249.0
Srimangal,1971,11,99.0
Srimangal,1971,12,0.0
Sylhet,1971,1,22.0
Sylhet,1971,2,7.0
Sylhet,1971,3,62.0
Sylhet,1971,4,0.0
Sylhet,1971,5,11.0
Sylhet,1971,6,710.0
Sylhet,1971,7,510.0
Sylhet,1971,8,571.0
Sylhet,1971,9,349.0
Sylhet,1971,10,259.0
Sylhet,1971,11,85.0
Sylhet,1971,12,0.0
Barisal,1972,1,0.0
Barisal,1972,2,58.0
Barisal,1972,3,0.0
Barisal,1972,4,121.0
Barisal,1972,5,130.0
Barisal,1972,6,262.0
Barisal,1972,7,248.0
Barisal,1972,8,458.0
Barisal,1972,9,90.0
Barisal,1972,10,29.0
Barisal,1972,11,0.0
Barisal,1972,12,0.0
Bhola,1972,1,0.0
Bhola,1972,2,13.0
Bhola,1972,3,0.0
Bhola,1972,4,59.0
Bhola,1972,5,64.0
Bhola,1972,6,512.0
Bhola,1972,7,242.0
Bhola,1972,8,586.0
Bhola,1972,9,42.0
Bhola,1972,10,167.0
Bhola,1972,11,0.0
Bhola,1972,12,0.0
Bogra,1972,1,3.0
Bogra,1972,2,16.0
Bogra,1972,3,14.0
Bogra,1972,4,6.0
Bogra,1972,5,134.0
Bogra,1972,6,268.0
Bogra,1972,7,307.0
Bogra,1972,8,261.0
Bogra,1972,9,137.0
Bogra,1972,10,101.0
Bogra,1972,11,0.0
Bogra,1972,12,0.0
Chittagong,1972,1,0.0
Chittagong,1972,2,2.0
Chittagong,1972,3,0.0
Chittagong,1972,4,87.0
Chittagong,1972,5,15.0
Chittagong,1972,6,457.0
Chittagong,1972,7,372.0
Chittagong,1972,8,565.0
Chittagong,1972,9,0.0
Chittagong,1972,10,88.0
Chittagong,1972,11,0.0
Chittagong,1972,12,0.0
Comilla,1972,1,0.0
Comilla,1972,2,0.0
Comilla,1972,3,15.0
Comilla,1972,4,117.0
Comilla,1972,5,252.0
Comilla,1972,6,369.0
Comilla,1972,7,206.0
Comilla,1972,8,385.0
Comilla,1972,9,69.0
Comilla,1972,10,57.0
Comilla,1972,11,1.0
Comilla,1972,12,0.0
Cox's Bazar,1972,1,0.0
Cox's Bazar,1972,2,4.0
Cox's Bazar,1972,3,0.0
Cox's Bazar,1972,4,52.0
Cox's Bazar,1972,5,124.0
Cox's Bazar,1972,6,288.0
Cox's Bazar,1972,7,324.0
Cox's Bazar,1972,8,839.0
Cox's Bazar,1972,9,56.0
Cox's Bazar,1972,10,440.0
Cox's Bazar,1972,11,1.0
Cox's Bazar,1972,12,0.0
Dhaka,1972,1,0.0
Dhaka,1972,2,11.0
Dhaka,1972,3,12.0
Dhaka,1972,4,248.0
Dhaka,1972,5,340.0
Dhaka,1972,6,353.0
Dhaka,1972,7,249.0
Dhaka,1972,8,380.0
Dhaka,1972,9,110.0
Dhaka,1972,10,105.0
Dhaka,1972,11,0.0
Dhaka,1972,12,0.0
Dinajpur,1972,1,0.0
Dinajpur,1972,2,0.0
Dinajpur,1972,3,4.0
Dinajpur,1972,4,0.0
Dinajpur,1972,5,0.0
Dinajpur,1972,6,171.0
Dinajpur,1972,7,257.0
Dinajpur,1972,8,371.0
Dinajpur,1972,9,130.0
Dinajpur,1972,10,52.0
Dinajpur,1972,11,0.0
Dinajpur,1972,12,0.0
Faridpur,1972,1,0.0
Faridpur,1972,2,70.0
Faridpur,1972,3,2.0
Faridpur,1972,4,177.0
Faridpur,1972,5,257.0
Faridpur,1972,6,246.0
Faridpur,1972,7,203.0
Faridpur,1972,8,366.0
Faridpur,1972,9,259.0
Faridpur,1972,10,62.0
Faridpur,1972,11,0.0
Faridpur,1972,12,0.0
Ishurdi,1972,1,0.0
Ishurdi,1972,2,0.0
Ishurdi,1972,3,0.0
Ishurdi,1972,4,27.0
Ishurdi,1972,5,130.0
Ishurdi,1972,6,159.0
Ishurdi,1972,7,217.0
Ishurdi,1972,8,228.0
Ishurdi,1972,9,138.0
Ishurdi,1972,10,45.0
Ishurdi,1972,11,0.0
Ishurdi,1972,12,0.0
Jessore,1972,1,0.0
Jessore,1972,2,4.0
Jessore,1972,3,7.0
Jessore,1972,4,37.0
Jessore,1972,5,22.0
Jessore,1972,6,110.0
Jessore,1972,7,169.0
Jessore,1972,8,372.0
Jessore,1972,9,131.0
Jessore,1972,10,17.0
Jessore,1972,11,1.0
Jessore,1972,12,0.0
Khulna,1972,1,0.0
Khulna,1972,2,0.0
Khulna,1972,3,0.0
Khulna,1972,4,64.0
Khulna,1972,5,121.0
Khulna,1972,6,0.0
Khulna,1972,7,86.0
Khulna,1972,8,0.0
Khulna,1972,9,0.0
Khulna,1972,10,0.0
Khulna,1972,11,0.0
Khulna,1972,12,0.0
M.court,1972,1,0.0
M.court,1972,2,59.0
M.court,1972,3,10.0
M.court,1972,4,46.0
M.court,1972,5,123.0
M.court,1972,6,470.0
M.court,1972,7,454.0
M.court,1972,8,722.0
M.court,1972,9,73.0
M.court,1972,10,88.0
M.court,1972,11,6.0
M.court,1972,12,0.0
Mymensingh,1972,1,0.0
Mymensingh,1972,2,20.0
Mymensingh,1972,3,35.0
Mymensingh,1972,4,89.0
Mymensingh,1972,5,127.0
Mymensingh,1972,6,625.0
Mymensingh,1972,7,418.0
Mymensingh,1972,8,130.0
Mymensingh,1972,9,204.0
Mymensingh,1972,10,6.0
Mymensingh,1972,11,0.0
Mymensingh,1972,12,0.0
Rajshahi,1972,1,10.0
Rajshahi,1972,2,13.0
Rajshahi,1972,3,0.0
Rajshahi,1972,4,19.0
Rajshahi,1972,5,88.0
Rajshahi,1972,6,208.0
Rajshahi,1972,7,109.0
Rajshahi,1972,8,248.0
Rajshahi,1972,9,175.0
Rajshahi,1972,10,51.0
Rajshahi,1972,11,0.0
Rajshahi,1972,12,0.0
Rangamati,1972,1,0.0
Rangamati,1972,2,2.0
Rangamati,1972,3,0.0
Rangamati,1972,4,37.0
Rangamati,1972,5,105.0
Rangamati,1972,6,450.0
Rangamati,1972,7,315.0
Rangamati,1972,8,309.0
Rangamati,1972,9,100.0
Rangamati,1972,10,53.0
Rangamati,1972,11,4.0
Rangamati,1972,12,0.0
Rangpur,1972,1,4.0
Rangpur,1972,2,42.0
Rangpur,1972,3,53.0
Rangpur,1972,4,31.0
Rangpur,1972,5,100.0
Rangpur,1972,6,239.0
Rangpur,1972,7,325.0
Rangpur,1972,8,0.0
Rangpur,1972,9,201.0
Rangpur,1972,10,118.0
Rangpur,1972,11,1.0
Rangpur,1972,12,0.0
Sandwip,1972,1,0.0
Sandwip,1972,2,16.0
Sandwip,1972,3,14.0
Sandwip,1972,4,45.0
Sandwip,1972,5,253.0
Sandwip,1972,6,1055.0
Sandwip,1972,7,624.0
Sandwip,1972,8,1029.0
Sandwip,1972,9,148.0
Sandwip,1972,10,326.0
Sandwip,1972,11,3.0
Sandwip,1972,12,0.0
Satkhira,1972,1,0.0
Satkhira,1972,2,15.0
Satkhira,1972,3,0.0
Satkhira,1972,4,8.0
Satkhira,1972,5,0.0
Satkhira,1972,6,0.0
Satkhira,1972,7,0.0
Satkhira,1972,8,0.0
Satkhira,1972,9,0.0
Satkhira,1972,10,0.0
Satkhira,1972,11,0.0
Satkhira,1972,12,0.0
Srimangal,1972,1,0.0
Srimangal,1972,2,42.0
Srimangal,1972,3,90.0
Srimangal,1972,4,234.0
Srimangal,1972,5,269.0
Srimangal,1972,6,0.0
Srimangal,1972,7,447.0
Srimangal,1972,8,202.0
Srimangal,1972,9,191.0
Srimangal,1972,10,36.0
Srimangal,1972,11,2.0
Srimangal,1972,12,0.0
Sylhet,1972,1,4.0
Sylhet,1972,2,40.0
Sylhet,1972,3,110.0
Sylhet,1972,4,445.0
Sylhet,1972,5,384.0
Sylhet,1972,6,829.0
Sylhet,1972,7,826.0
Sylhet,1972,8,479.0
Sylhet,1972,9,353.0
Sylhet,1972,10,302.0
Sylhet,1972,11,0.0
Sylhet,1972,12,0.0
Barisal,1973,1,0.0
Barisal,1973,2,12.0
Barisal,1973,3,81.0
Barisal,1973,4,42.0
Barisal,1973,5,508.0
Barisal,1973,6,502.0
Barisal,1973,7,392.0
Barisal,1973,8,266.0
Barisal,1973,9,398.0
Barisal,1973,10,308.0
Barisal,1973,11,171.0
Barisal,1973,12,197.0
Bhola,1973,1,0.0
Bhola,1973,2,0.0
Bhola,1973,3,99.0
Bhola,1973,4,53.0
Bhola,1973,5,500.0
Bhola,1973,6,0.0
Bhola,1973,7,445.0
Bhola,1973,8,305.0
Bhola,1973,9,0.0
Bhola,1973,10,0.0
Bhola,1973,11,197.0
Bhola,1973,12,151.0
Bogra,1973,1,12.0
Bogra,1973,2,63.0
Bogra,1973,3,10.0
Bogra,1973,4,95.0
Bogra,1973,5,259.0
Bogra,1973,6,835.0
Bogra,1973,7,350.0
Bogra,1973,8,194.0
Bogra,1973,9,584.0
Bogra,1973,10,60.0
Bogra,1973,11,27.0
Bogra,1973,12,27.0
Chandpur,1973,1,0.0
Chandpur,1973,2,0.0
Chandpur,1973,3,0.0
Chandpur,1973,4,54.0
Chandpur,1973,5,454.0
Chandpur,1973,6,182.0
Chandpur,1973,7,489.0
Chandpur,1973,8,53.0
Chandpur,1973,9,205.0
Chandpur,1973,10,157.0
Chandpur,1973,11,0.0
Chandpur,1973,12,0.0
Chittagong,1973,1,5.0
Chittagong,1973,2,8.0
Chittagong,1973,3,14.0
Chittagong,1973,4,142.0
Chittagong,1973,5,457.0
Chittagong,1973,6,407.0
Chittagong,1973,7,407.0
Chittagong,1973,8,276.0
Chittagong,1973,9,551.0
Chittagong,1973,10,225.0
Chittagong,1973,11,259.0
Chittagong,1973,12,40.0
Comilla,1973,1,10.0
Comilla,1973,2,30.0
Comilla,1973,3,53.0
Comilla,1973,4,72.0
Comilla,1973,5,445.0
Comilla,1973,6,489.0
Comilla,1973,7,332.0
Comilla,1973,8,138.0
Comilla,1973,9,127.0
Comilla,1973,10,198.0
Comilla,1973,11,160.0
Comilla,1973,12,0.0
Cox's Bazar,1973,1,3.0
Cox's Bazar,1973,2,4.0
Cox's Bazar,1973,3,2.0
Cox's Bazar,1973,4,6.0
Cox's Bazar,1973,5,496.0
Cox's Bazar,1973,6,790.0
Cox's Bazar,1973,7,874.0
Cox's Bazar,1973,8,463.0
Cox's Bazar,1973,9,382.0
Cox's Bazar,1973,10,242.0
Cox's Bazar,1973,11,248.0
Cox's Bazar,1973,12,13.0
Dhaka,1973,1,0.0
Dhaka,1973,2,21.0
Dhaka,1973,3,32.0
Dhaka,1973,4,131.0
Dhaka,1973,5,621.0
Dhaka,1973,6,414.0
Dhaka,1973,7,0.0
Dhaka,1973,8,238.0
Dhaka,1973,9,348.0
Dhaka,1973,10,128.0
Dhaka,1973,11,64.0
Dhaka,1973,12,86.0
Faridpur,1973,1,0.0
Faridpur,1973,2,9.0
Faridpur,1973,3,40.0
Faridpur,1973,4,250.0
Faridpur,1973,5,486.0
Faridpur,1973,6,431.0
Faridpur,1973,7,203.0
Faridpur,1973,8,472.0
Faridpur,1973,9,397.0
Faridpur,1973,10,207.0
Faridpur,1973,11,60.0
Faridpur,1973,12,44.0
Feni,1973,1,0.0
Feni,1973,2,0.0
Feni,1973,3,0.0
Feni,1973,4,0.0
Feni,1973,5,0.0
Feni,1973,6,0.0
Feni,1973,7,0.0
Feni,1973,8,0.0
Feni,1973,9,0.0
Feni,1973,10,0.0
Feni,1973,11,80.0
Feni,1973,12,79.0
Hatiya,1973,1,0.0
Hatiya,1973,2,0.0
Hatiya,1973,3,0.0
Hatiya,1973,4,0.0
Hatiya,1973,5,384.0
Hatiya,1973,6,335.0
Hatiya,1973,7,251.0
Hatiya,1973,8,366.0
Hatiya,1973,9,385.0
Hatiya,1973,10,135.0
Hatiya,1973,11,319.0
Hatiya,1973,12,54.0
Ishurdi,1973,1,25.0
Ishurdi,1973,2,42.0
Ishurdi,1973,3,27.0
Ishurdi,1973,4,100.0
Ishurdi,1973,5,470.0
Ishurdi,1973,6,531.0
Ishurdi,1973,7,186.0
Ishurdi,1973,8,276.0
Ishurdi,1973,9,563.0
Ishurdi,1973,10,181.0
Ishurdi,1973,11,27.0
Ishurdi,1973,12,58.0
Jessore,1973,1,0.0
Jessore,1973,2,10.0
Jessore,1973,3,75.0
Jessore,1973,4,32.0
Jessore,1973,5,263.0
Jessore,1973,6,361.0
Jessore,1973,7,214.0
Jessore,1973,8,224.0
Jessore,1973,9,226.0
Jessore,1973,10,131.0
Jessore,1973,11,45.0
Jessore,1973,12,97.0
Khulna,1973,1,0.0
Khulna,1973,2,0.0
Khulna,1973,3,0.0
Khulna,1973,4,22.0
Khulna,1973,5,373.0
Khulna,1973,6,250.0
Khulna,1973,7,107.0
Khulna,1973,8,107.0
Khulna,1973,9,39.0
Khulna,1973,10,0.0
Khulna,1973,11,0.0
Khulna,1973,12,4.0
M.court,1973,1,0.0
M.court,1973,2,4.0
M.court,1973,3,89.0
M.court,1973,4,85.0
M.court,1973,5,470.0
M.court,1973,6,428.0
M.court,1973,7,570.0
M.court,1973,8,566.0
M.court,1973,9,327.0
M.court,1973,10,71.0
M.court,1973,11,187.0
M.court,1973,12,79.0
Mymensingh,1973,1,24.0
Mymensingh,1973,2,15.0
Mymensingh,1973,3,0.0
Mymensingh,1973,4,114.0
Mymensingh,1973,5,284.0
Mymensingh,1973,6,262.0
Mymensingh,1973,7,162.0
Mymensingh,1973,8,121.0
Mymensingh,1973,9,0.0
Mymensingh,1973,10,0.0
Mymensingh,1973,11,0.0
Mymensingh,1973,12,0.0
Patuakhali,1973,1,0.0
Patuakhali,1973,2,0.0
Patuakhali,1973,3,0.0
Patuakhali,1973,4,0.0
Patuakhali,1973,5,0.0
Patuakhali,1973,6,0.0
Patuakhali,1973,7,0.0
Patuakhali,1973,8,316.0
Patuakhali,1973,9,328.0
Patuakhali,1973,10,153.0
Patuakhali,1973,11,185.0
Patuakhali,1973,12,64.0
Rajshahi,1973,1,11.0
Rajshahi,1973,2,17.0
Rajshahi,1973,3,0.0
Rajshahi,1973,4,46.0
Rajshahi,1973,5,186.0
Rajshahi,1973,6,491.0
Rajshahi,1973,7,271.0
Rajshahi,1973,8,137.0
Rajshahi,1973,9,586.0
Rajshahi,1973,10,145.0
Rajshahi,1973,11,5.0
Rajshahi,1973,12,19.0
Rangamati,1973,1,0.0
Rangamati,1973,2,0.0
Rangamati,1973,3,35.0
Rangamati,1973,4,181.0
Rangamati,1973,5,377.0
Rangamati,1973,6,453.0
Rangamati,1973,7,608.0
Rangamati,1973,8,481.0
Rangamati,1973,9,133.0
Rangamati,1973,10,138.0
Rangamati,1973,11,126.0
Rangamati,1973,12,2.0
Rangpur,1973,1,8.0
Rangpur,1973,2,7.0
Rangpur,1973,3,8.0
Rangpur,1973,4,23.0
Rangpur,1973,5,392.0
Rangpur,1973,6,744.0
Rangpur,1973,7,192.0
Rangpur,1973,8,94.0
Rangpur,1973,9,531.0
Rangpur,1973,10,222.0
Rangpur,1973,11,12.0
Rangpur,1973,12,4.0
Sandwip,1973,1,2.0
Sandwip,1973,2,20.0
Sandwip,1973,3,95.0
Sandwip,1973,4,206.0
Sandwip,1973,5,620.0
Sandwip,1973,6,580.0
Sandwip,1973,7,717.0
Sandwip,1973,8,626.0
Sandwip,1973,9,634.0
Sandwip,1973,10,65.0
Sandwip,1973,11,356.0
Sandwip,1973,12,41.0
Satkhira,1973,1,0.0
Satkhira,1973,2,1.0
Satkhira,1973,3,0.0
Satkhira,1973,4,42.0
Satkhira,1973,5,171.0
Satkhira,1973,6,186.0
Satkhira,1973,7,290.0
Satkhira,1973,8,320.0
Satkhira,1973,9,295.0
Satkhira,1973,10,153.0
Satkhira,1973,11,102.0
Satkhira,1973,12,134.0
Srimangal,1973,1,0.0
Srimangal,1973,2,108.0
Srimangal,1973,3,16.0
Srimangal,1973,4,318.0
Srimangal,1973,5,559.0
Srimangal,1973,6,553.0
Srimangal,1973,7,378.0
Srimangal,1973,8,181.0
Srimangal,1973,9,150.0
Srimangal,1973,10,80.0
Srimangal,1973,11,88.0
Srimangal,1973,12,37.0
Barisal,1974,1,2.0
Barisal,1974,2,0.0
Barisal,1974,3,149.0
Barisal,1974,4,187.0
Barisal,1974,5,265.0
Barisal,1974,6,289.0
Barisal,1974,7,684.0
Barisal,1974,8,238.0
Barisal,1974,9,361.0
Barisal,1974,10,153.0
Barisal,1974,11,18.0
Barisal,1974,12,0.0
Bhola,1974,1,0.0
Bhola,1974,2,0.0
Bhola,1974,3,218.0
Bhola,1974,4,87.0
Bhola,1974,5,207.0
Bhola,1974,6,433.0
Bhola,1974,7,817.0
Bhola,1974,8,437.0
Bhola,1974,9,341.0
Bhola,1974,10,201.0
Bhola,1974,11,53.0
Bhola,1974,12,0.0
Bogra,1974,1,0.0
Bogra,1974,2,0.0
Bogra,1974,3,68.0
Bogra,1974,4,120.0
Bogra,1974,5,254.0
Bogra,1974,6,221.0
Bogra,1974,7,474.0
Bogra,1974,8,416.0
Bogra,1974,9,130.0
Bogra,1974,10,168.0
Bogra,1974,11,0.0
Bogra,1974,12,3.0
Chandpur,1974,1,0.0
Chandpur,1974,2,0.0
Chandpur,1974,3,274.0
Chandpur,1974,4,127.0
Chandpur,1974,5,330.0
Chandpur,1974,6,360.0
Chandpur,1974,7,578.0
Chandpur,1974,8,210.0
Chandpur,1974,9,2.0
Chandpur,1974,10,18.0
Chandpur,1974,11,1.0
Chandpur,1974,12,0.0
Chittagong,1974,1,7.0
Chittagong,1974,2,0.0
Chittagong,1974,3,158.0
Chittagong,1974,4,80.0
Chittagong,1974,5,323.0
Chittagong,1974,6,958.0
Chittagong,1974,7,943.0
Chittagong,1974,8,529.0
Chittagong,1974,9,347.0
Chittagong,1974,10,308.0
Chittagong,1974,11,63.0
Chittagong,1974,12,0.0
Comilla,1974,1,0.0
Comilla,1974,2,0.0
Comilla,1974,3,84.0
Comilla,1974,4,234.0
Comilla,1974,5,203.0
Comilla,1974,6,488.0
Comilla,1974,7,763.0
Comilla,1974,8,271.0
Comilla,1974,9,442.0
Comilla,1974,10,150.0
Comilla,1974,11,65.0
Comilla,1974,12,0.0
Cox's Bazar,1974,1,3.0
Cox's Bazar,1974,2,0.0
Cox's Bazar,1974,3,158.0
Cox's Bazar,1974,4,76.0
Cox's Bazar,1974,5,486.0
Cox's Bazar,1974,6,832.0
Cox's Bazar,1974,7,1291.0
Cox's Bazar,1974,8,1059.0
Cox's Bazar,1974,9,210.0
Cox's Bazar,1974,10,116.0
Cox's Bazar,1974,11,88.0
Cox's Bazar,1974,12,0.0
Faridpur,1974,1,1.0
Faridpur,1974,2,0.0
Faridpur,1974,3,68.0
Faridpur,1974,4,146.0
Faridpur,1974,5,316.0
Faridpur,1974,6,344.0
Faridpur,1974,7,714.0
Faridpur,1974,8,152.0
Faridpur,1974,9,260.0
Faridpur,1974,10,210.0
Faridpur,1974,11,0.0
Faridpur,1974,12,0.0
Feni,1974,1,4.0
Feni,1974,2,0.0
Feni,1974,3,64.0
Feni,1974,4,130.0
Feni,1974,5,353.0
Feni,1974,6,577.0
Feni,1974,7,1337.0
Feni,1974,8,524.0
Feni,1974,9,361.0
Feni,1974,10,386.0
Feni,1974,11,79.0
Feni,1974,12,0.0
Hatiya,1974,1,3.0
Hatiya,1974,2,0.0
Hatiya,1974,3,256.0
Hatiya,1974,4,48.0
Hatiya,1974,5,264.0
Hatiya,1974,6,434.0
Hatiya,1974,7,793.0
Hatiya,1974,8,399.0
Hatiya,1974,9,613.0
Hatiya,1974,10,118.0
Hatiya,1974,11,89.0
Hatiya,1974,12,0.0
Ishurdi,1974,1,0.0
Ishurdi,1974,2,0.0
Ishurdi,1974,3,84.0
Ishurdi,1974,4,156.0
Ishurdi,1974,5,71.0
Ishurdi,1974,6,191.0
Ishurdi,1974,7,492.0
Ishurdi,1974,8,276.0
Ishurdi,1974,9,210.0
Ishurdi,1974,10,99.0
Ishurdi,1974,11,8.0
Ishurdi,1974,12,0.0
Jessore,1974,1,0.0
Jessore,1974,2,0.0
Jessore,1974,3,112.0
Jessore,1974,4,44.0
Jessore,1974,5,202.0
Jessore,1974,6,160.0
Jessore,1974,7,353.0
Jessore,1974,8,436.0
Jessore,1974,9,225.0
Jessore,1974,10,99.0
Jessore,1974,11,9.0
Jessore,1974,12,0.0
Khepupara,1974,1,0.0
Khepupara,1974,2,0.0
Khepupara,1974,3,129.0
Khepupara,1974,4,44.0
Khepupara,1974,5,238.0
Khepupara,1974,6,287.0
Khepupara,1974,7,615.0
Khepupara,1974,8,403.0
Khepupara,1974,9,450.0
Khepupara,1974,10,240.0
Khepupara,1974,11,1.0
Khepupara,1974,12,0.0
Khulna,1974,1,0.0
Khulna,1974,2,0.0
Khulna,1974,3,174.0
Khulna,1974,4,37.0
Khulna,1974,5,301.0
Khulna,1974,6,251.0
Khulna,1974,7,792.0
Khulna,1974,8,442.0
Khulna,1974,9,452.0
Khulna,1974,10,312.0
Khulna,1974,11,1.0
Khulna,1974,12,0.0
M.court,1974,1,10.0
M.court,1974,2,0.0
M.court,1974,3,76.0
M.court,1974,4,10.0
M.court,1974,5,138.0
M.court,1974,6,797.0
M.court,1974,7,780.0
M.court,1974,8,384.0
M.court,1974,9,379.0
M.court,1974,10,181.0
M.court,1974,11,66.0
M.court,1974,12,0.0
Mymensingh,1974,1,0.0
Mymensingh,1974,2,0.0
Mymensingh,1974,3,0.0
Mymensingh,1974,4,0.0
Mymensingh,1974,5,0.0
Mymensingh,1974,6,0.0
Mymensingh,1974,7,526.0
Mymensingh,1974,8,106.0
Mymensingh,1974,9,217.0
Mymensingh,1974,10,0.0
Mymensingh,1974,11,0.0
Mymensingh,1974,12,0.0
Rajshahi,1974,1,0.0
Rajshahi,1974,2,0.0
Rajshahi,1974,3,92.0
Rajshahi,1974,4,10.0
Rajshahi,1974,5,91.0
Rajshahi,1974,6,172.0
Rajshahi,1974,7,513.0
Rajshahi,1974,8,452.0
Rajshahi,1974,9,263.0
Rajshahi,1974,10,143.0
Rajshahi,1974,11,0.0
Rajshahi,1974,12,0.0
Rangamati,1974,1,1.0
Rangamati,1974,2,0.0
Rangamati,1974,3,0.0
Rangamati,1974,4,0.0
Rangamati,1974,5,0.0
Rangamati,1974,6,441.0
Rangamati,1974,7,489.0
Rangamati,1974,8,317.0
Rangamati,1974,9,401.0
Rangamati,1974,10,252.0
Rangamati,1974,11,23.0
Rangamati,1974,12,0.0
Sandwip,1974,1,22.0
Sandwip,1974,2,0.0
Sandwip,1974,3,207.0
Sandwip,1974,4,114.0
Sandwip,1974,5,251.0
Sandwip,1974,6,783.0
Sandwip,1974,7,1314.0
Sandwip,1974,8,533.0
Sandwip,1974,9,369.0
Sandwip,1974,10,221.0
Sandwip,1974,11,105.0
Sandwip,1974,12,0.0
Satkhira,1974,1,0.0
Satkhira,1974,2,0.0
Satkhira,1974,3,107.0
Satkhira,1974,4,77.0
Satkhira,1974,5,168.0
Satkhira,1974,6,127.0
Satkhira,1974,7,528.0
Satkhira,1974,8,238.0
Satkhira,1974,9,348.0
Satkhira,1974,10,183.0
Satkhira,1974,11,0.0
Satkhira,1974,12,0.0
Srimangal,1974,1,0.0
Srimangal,1974,2,0.0
Srimangal,1974,3,27.0
Srimangal,1974,4,338.0
Srimangal,1974,5,493.0
Srimangal,1974,6,677.0
Srimangal,1974,7,286.0
Srimangal,1974,8,0.0
Srimangal,1974,9,0.0
Srimangal,1974,10,97.0
Srimangal,1974,11,16.0
Srimangal,1974,12,0.0
Sylhet,1974,1,0.0
Sylhet,1974,2,0.0
Sylhet,1974,3,81.0
Sylhet,1974,4,396.0
Sylhet,1974,5,505.0
Sylhet,1974,6,1014.0
Sylhet,1974,7,1128.0
Sylhet,1974,8,854.0
Sylhet,1974,9,714.0
Sylhet,1974,10,448.0
Sylhet,1974,11,8.0
Sylhet,1974,12,0.0
Barisal,1975,1,0.0
Barisal,1975,2,1.0
Barisal,1975,3,0.0
Barisal,1975,4,0.0
Barisal,1975,5,230.0
Barisal,1975,6,353.0
Barisal,1975,7,321.0
Barisal,1975,8,351.0
Barisal,1975,9,0.0
Barisal,1975,10,150.0
Barisal,1975,11,44.0
Barisal,1975,12,0.0
Bhola,1975,1,0.0
Bhola,1975,2,16.0
Bhola,1975,3,0.0
Bhola,1975,4,0.0
Bhola,1975,5,161.0
Bhola,1975,6,428.0
Bhola,1975,7,597.0
Bhola,1975,8,252.0
Bhola,1975,9,320.0
Bhola,1975,10,263.0
Bhola,1975,11,149.0
Bhola,1975,12,0.0
Bogra,1975,1,4.0
Bogra,1975,2,6.0
Bogra,1975,3,24.0
Bogra,1975,4,52.0
Bogra,1975,5,223.0
Bogra,1975,6,112.0
Bogra,1975,7,490.0
Bogra,1975,8,107.0
Bogra,1975,9,204.0
Bogra,1975,10,209.0
Bogra,1975,11,1.0
Bogra,1975,12,0.0
Chandpur,1975,1,0.0
Chandpur,1975,2,0.0
Chandpur,1975,3,1.0
Chandpur,1975,4,2.0
Chandpur,1975,5,101.0
Chandpur,1975,6,130.0
Chandpur,1975,7,474.0
Chandpur,1975,8,124.0
Chandpur,1975,9,147.0
Chandpur,1975,10,15.0
Chandpur,1975,11,7.0
Chandpur,1975,12,0.0
Chittagong,1975,1,0.0
Chittagong,1975,2,5.0
Chittagong,1975,3,0.0
Chittagong,1975,4,65.0
Chittagong,1975,5,251.0
Chittagong,1975,6,389.0
Chittagong,1975,7,906.0
Chittagong,1975,8,294.0
Chittagong,1975,9,312.0
Chittagong,1975,10,231.0
Chittagong,1975,11,145.0
Chittagong,1975,12,0.0
Comilla,1975,1,0.0
Comilla,1975,2,43.0
Comilla,1975,3,6.0
Comilla,1975,4,84.0
Comilla,1975,5,194.0
Comilla,1975,6,259.0
Comilla,1975,7,516.0
Comilla,1975,8,143.0
Comilla,1975,9,258.0
Comilla,1975,10,182.0
Comilla,1975,11,128.0
Comilla,1975,12,0.0
Cox's Bazar,1975,1,0.0
Cox's Bazar,1975,2,0.0
Cox's Bazar,1975,3,0.0
Cox's Bazar,1975,4,11.0
Cox's Bazar,1975,5,254.0
Cox's Bazar,1975,6,484.0
Cox's Bazar,1975,7,1293.0
Cox's Bazar,1975,8,462.0
Cox's Bazar,1975,9,280.0
Cox's Bazar,1975,10,530.0
